weight,head,Gender,Marital,schooling,Last_certificate,Population_sector,Age_group,Employed,Hourly_wage,branch,Monthly_hours
347,0,Female,Married,17,MA+,Non-orthodox Jews,65+,0,NA,NA,NA
150,0,Female,Widowed,0,Up to secondary,Arabs,65+,0,NA,NA,NA
150,1,Male,Single,15,Post-secondary not academic,Arabs,35-44,1,49.56309891,H,220.830008
336,0,Male,Single,16,BA,Non-orthodox Jews,25-29,0,NA,NA,NA
336,1,Male,Married,12,Up to secondary,Non-orthodox Jews,45-54,1,90.90717316,B,181.8600044
336,0,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,1,3.833224773,O,173.2000052
336,0,Male,Single,13,Matriculation,Non-orthodox Jews,25-29,0,NA,NA,NA
336,0,Female,Married,12,Matriculation,Non-orthodox Jews,45-54,1,46.49506378,P,181.8599892
237,0,Female,Married,11,Up to secondary,Non-orthodox Jews,45-54,1,57.23662186,Q,64.94999939
237,1,Male,Married,11,Up to secondary,Non-orthodox Jews,55-59,1,65.6243515,B,173.1999854
183,0,Female,Married,12,Matriculation,Non-orthodox Jews,55-59,1,30.39435577,Q,129.8999917
183,1,Male,Married,20,MA+,Non-orthodox Jews,60-64,1,97.63962555,P,173.2000046
254,1,Male,Married,8,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
254,0,Female,Married,10,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
285,1,Female,Widowed,16,MA+,Non-orthodox Jews,65+,0,NA,NA,NA
267,0,Male,Married,16,BA,Non-orthodox Jews,35-44,1,59.11349106,R,129.8999883
267,1,Female,Married,16,BA,Non-orthodox Jews,30-34,1,44.19052887,G,181.8600037
824,1,Male,Single,14,Post-secondary not academic,Non-orthodox Jews,35-44,0,NA,S,NA
524,1,Female,Divorced,16,Matriculation,Non-orthodox Jews,30-34,1,30.16418076,K,255.4700066
236,1,Male,Divorced,11,Up to secondary,Non-orthodox Jews,65+,1,34.99344635,X,173.2000093
401,0,Male,Married,16,BA,Non-orthodox Jews,65+,0,NA,NA,NA
401,1,Female,Married,16,Post-secondary not academic,Non-orthodox Jews,65+,0,NA,M,NA
341,0,Female,Married,16,BA,Non-orthodox Jews,65+,0,NA,NA,NA
341,1,Male,Married,16,BA,Non-orthodox Jews,65+,0,NA,NA,NA
362,0,Female,Married,16,BA,Non-orthodox Jews,30-34,1,69.53900909,K,173.1999841
362,1,Male,Married,16,BA,Non-orthodox Jews,35-44,1,129.7701874,M,238.1499954
323,0,Male,Married,12,Matriculation,Non-orthodox Jews,35-44,0,NA,L,NA
323,1,Female,Married,15,Matriculation,Non-orthodox Jews,35-44,1,77.5951767,G,216.4999963
324,0,Female,Married,10,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
324,1,Male,Married,17,BA,Non-orthodox Jews,65+,0,NA,NA,NA
401,1,Male,Married,16,Post-secondary not academic,Non-orthodox Jews,65+,1,14.38024902,X,155.8800031
401,0,Female,Married,16,MA+,Non-orthodox Jews,65+,0,NA,NA,NA
530,0,Female,Married,14,BA,Non-orthodox Jews,60-64,1,37.71179962,Q,207.839989
530,1,Male,Married,10,Up to secondary,Non-orthodox Jews,60-64,1,22.86369133,N,72.00000067
202,1,Male,Married,16,MA+,Non-orthodox Jews,65+,0,NA,NA,NA
202,0,Female,Married,14,BA,Non-orthodox Jews,65+,0,NA,NA,NA
418,1,Male,Single,16,BA,Non-orthodox Jews,35-44,1,79.3285675,P,173.1999891
280,1,Female,Widowed,16,BA,Non-orthodox Jews,65+,0,NA,NA,NA
89,0,Female,Single,13,Up to secondary,Non-orthodox Jews,18-24,1,27.60232353,I,129.8999972
89,1,Male,Single,12,Matriculation,Non-orthodox Jews,25-29,1,50.22746277,N,173.1999987
411,1,Female,Single,15,BA,Non-orthodox Jews,35-44,1,66.36242676,L,194.8499837
275,0,Female,Married,20,MA+,Non-orthodox Jews,30-34,0,NA,NA,NA
275,1,Male,Married,18,BA,Non-orthodox Jews,30-34,1,87.89945221,B,203.5100051
483,1,Male,Single,8,Up to secondary,Non-orthodox Jews,60-64,0,NA,NA,NA
178,0,Female,Single,11,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
178,1,Male,Married,10,Matriculation,Non-orthodox Jews,45-54,0,NA,F,NA
178,0,Female,Married,12,Matriculation,Non-orthodox Jews,35-44,1,41.50301361,X,194.8500025
129,1,Male,Single,13,Post-secondary not academic,Arabs,30-34,1,14.06873131,H,259.7999828
129,0,Female,Married,4,Up to secondary,Arabs,65+,0,NA,NA,NA
129,0,Male,Married,7,Up to secondary,Arabs,65+,0,NA,NA,NA
98,0,Female,Married,9,Up to secondary,Arabs,60-64,0,NA,NA,NA
98,0,Male,Married,12,Up to secondary,Arabs,65+,0,NA,NA,NA
98,1,Male,Single,12,Up to secondary,Arabs,35-44,1,58.62779236,H,207.8399972
340,1,Male,Divorced,12,Up to secondary,Non-orthodox Jews,60-64,1,27.34347916,H,207.8399872
340,0,Female,Widowed,5,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
130,0,Female,Married,12,Matriculation,Arabs,25-29,0,NA,NA,NA
130,1,Male,Married,12,Matriculation,Arabs,30-34,1,18.55924606,G,259.7999875
82,0,Female,Single,13,Post-secondary not academic,Arabs,35-44,1,25.91353416,A,138.5599926
82,0,Male,Married,7,Up to secondary,Arabs,65+,0,NA,NA,NA
82,0,Female,Single,12,Up to secondary,Arabs,35-44,0,NA,NA,NA
82,0,Female,Single,13,Post-secondary not academic,Arabs,35-44,1,34.96326447,P,160.209993
82,0,Male,Single,13,Matriculation,Arabs,18-24,0,NA,NA,NA
82,0,Female,Married,12,Up to secondary,Arabs,60-64,0,NA,NA,NA
82,1,Male,Single,14,Post-secondary not academic,Arabs,25-29,1,33.80974579,B,207.8399715
492,1,Male,Single,14,Post-secondary not academic,Non-orthodox Jews,30-34,1,51.12420654,J,207.8400036
492,0,Female,Married,12,Up to secondary,Non-orthodox Jews,55-59,1,37.43524933,Q,164.5399941
492,0,Male,Married,12,Up to secondary,Non-orthodox Jews,60-64,1,8.038721085,O,173.1999881
492,0,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,1,9.417562485,O,181.860007
345,0,Male,Married,10,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
345,1,Female,Married,11,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
265,1,Male,Married,13,Post-secondary not academic,Non-orthodox Jews,65+,1,59.63570404,B,194.8499944
265,0,Female,Married,15,MA+,Non-orthodox Jews,60-64,0,NA,NA,NA
44,1,Male,Married,13,Post-secondary not academic,Arabs,45-54,0,NA,F,NA
44,0,Female,Married,13,Post-secondary not academic,Arabs,45-54,0,NA,NA,NA
44,0,Female,Single,9,Up to secondary,Arabs,15-17,0,NA,NA,NA
44,0,Female,Single,12,Up to secondary,Arabs,15-17,0,NA,NA,NA
44,0,Male,Single,11,Up to secondary,Arabs,15-17,0,NA,NA,NA
148,1,Male,Married,8,Up to secondary,Arabs,65+,0,NA,NA,NA
148,0,Female,Married,12,Up to secondary,Arabs,65+,0,NA,NA,NA
91,1,Female,Widowed,6,Up to secondary,Arabs,65+,0,NA,NA,NA
91,0,Female,Single,12,Up to secondary,Arabs,45-54,0,NA,NA,NA
86,0,Female,Married,18,MA+,Arabs,45-54,0,NA,M,NA
86,1,Male,Married,20,MA+,Arabs,55-59,0,NA,P,NA
474,0,Male,Married,9,Up to secondary,Arabs,55-59,1,37.77550507,P,181.8600043
474,0,Female,Married,11,Up to secondary,Arabs,45-54,0,NA,NA,NA
474,1,Male,Single,10,Up to secondary,Arabs,18-24,1,31.02712059,O,220.8299907
474,0,Male,Single,12,Matriculation,Arabs,18-24,1,6.18027544,O,207.839996
474,0,Female,Single,12,Up to secondary,Arabs,18-24,0,NA,NA,NA
474,0,Male,Single,10,Up to secondary,Arabs,15-17,0,NA,NA,NA
474,0,Male,Single,10,Up to secondary,Arabs,25-29,1,30.10100555,F,220.8300007
474,0,Female,Single,11,Up to secondary,Arabs,15-17,0,NA,NA,NA
282,1,Male,Married,15,MA+,Non-orthodox Jews,65+,0,NA,NA,NA
282,0,Female,Married,15,MA+,Non-orthodox Jews,65+,0,NA,NA,NA
195,1,Male,Married,11,Up to secondary,Non-orthodox Jews,35-44,1,51.4955101,B,173.2000022
195,0,Female,Married,16,BA,Non-orthodox Jews,35-44,0,NA,NA,NA
94,1,Female,Widowed,15,BA,Non-orthodox Jews,65+,1,28.86366081,Q,40.00000265
242,1,Male,Divorced,15,Post-secondary not academic,Non-orthodox Jews,55-59,1,38.78466415,N,164.3999985
242,0,Female,Divorced,12,Post-secondary not academic,Non-orthodox Jews,55-59,1,44.44911957,Q,108.2500109
326,1,Male,Married,17,MA+,Non-orthodox Jews,65+,0,NA,NA,NA
326,0,Female,Married,14,BA,Non-orthodox Jews,65+,0,NA,NA,NA
486,0,Male,Married,10,Up to secondary,Non-orthodox Jews,60-64,1,31.16022301,G,173.1999862
486,1,Female,Single,18,MA+,Non-orthodox Jews,30-34,1,96.37158966,K,173.1999721
486,0,Female,Married,16,BA,Non-orthodox Jews,60-64,0,NA,NA,NA
486,0,Female,Single,16,BA,Non-orthodox Jews,25-29,1,43.37729263,P,129.9000031
415,0,Female,Single,12,Matriculation,Non-orthodox Jews,18-24,0,NA,NA,NA
415,0,Female,Married,16,BA,Non-orthodox Jews,45-54,0,NA,M,NA
415,1,Male,Married,13,Matriculation,Non-orthodox Jews,45-54,0,NA,G,NA
415,0,Male,Single,10,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
344,0,Female,Married,16,BA,Non-orthodox Jews,60-64,0,NA,NA,NA
344,0,Male,Married,19,MA+,Non-orthodox Jews,65+,0,NA,NA,NA
344,1,Female,Single,13,Post-secondary not academic,Non-orthodox Jews,25-29,1,48.00740814,Q,77.94000249
226,1,Female,Single,16,BA,Non-orthodox Jews,45-54,1,32.65608978,T,207.84
226,0,Male,Married,20,MA+,Non-orthodox Jews,65+,0,NA,NA,NA
226,0,Female,Married,15,BA,Non-orthodox Jews,65+,0,NA,NA,NA
272,1,Female,Married,17,BA,Non-orthodox Jews,65+,0,NA,NA,NA
272,0,Male,Married,15,Post-secondary not academic,Non-orthodox Jews,65+,0,NA,NA,NA
323,1,Female,Widowed,0,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
132,0,Male,Married,22,Up to secondary,Ultra-orthodox,25-29,0,NA,NA,NA
132,1,Female,Married,15,BA,Ultra-orthodox,25-29,1,47.61342621,O,108.2499986
287,1,Female,Married,11,Up to secondary,Non-orthodox Jews,65+,1,37.59823227,B,181.860006
287,0,Female,Single,12,Matriculation,Non-orthodox Jews,18-24,1,4.503810883,O,181.8599869
287,0,Male,Married,9,Up to secondary,Non-orthodox Jews,65+,1,25.96006393,G,173.200005
380,1,Female,Divorced,15,Post-secondary not academic,Non-orthodox Jews,60-64,1,34.23339844,N,194.8499786
380,0,Female,Widowed,14,Post-secondary not academic,Non-orthodox Jews,65+,0,NA,NA,NA
607,1,Male,Separated,8,Up to secondary,Non-orthodox Jews,45-54,1,25.2300663,G,207.8399966
425,1,Male,Married,18,MA+,Non-orthodox Jews,65+,0,NA,S,NA
425,0,Female,Married,15,Matriculation,Non-orthodox Jews,65+,0,NA,NA,NA
279,0,Male,Single,10,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
279,0,Female,Married,15,BA,Non-orthodox Jews,45-54,1,177.7010956,O,173.1999908
279,1,Male,Married,15,BA,Non-orthodox Jews,45-54,1,98.94228363,J,64.79999982
324,1,Male,Married,14,Up to secondary,Non-orthodox Jews,60-64,1,152.8753052,G,173.1999813
324,0,Female,Married,16,BA,Non-orthodox Jews,60-64,0,NA,NA,NA
379,0,Female,Single,13,BA,Non-orthodox Jews,18-24,1,28.04439545,I,129.8999939
379,0,Male,Married,17,BA,Non-orthodox Jews,55-59,1,121.2997589,X,216.5000053
379,1,Female,Single,12,Matriculation,Non-orthodox Jews,18-24,1,9.388202667,I,259.7999871
379,0,Female,Married,17,BA,Non-orthodox Jews,45-54,1,46.60364151,J,86.59999762
333,0,Female,Married,0,Up to secondary,Non-orthodox Jews,60-64,0,NA,NA,NA
333,1,Male,Married,12,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
275,0,Male,Married,19,MA+,Non-orthodox Jews,65+,0,NA,NA,NA
275,1,Female,Married,18,MA+,Non-orthodox Jews,65+,0,NA,NA,NA
347,1,Female,Married,15,MA+,Non-orthodox Jews,60-64,1,27.1292305,G,86.59999085
347,0,Male,Married,25,MA+,Non-orthodox Jews,65+,0,NA,NA,NA
160,0,Male,Married,20,Up to secondary,Ultra-orthodox,25-29,0,NA,NA,NA
160,1,Female,Married,15,BA,Ultra-orthodox,18-24,0,NA,NA,NA
240,0,Female,Married,13,Up to secondary,Ultra-orthodox,25-29,0,NA,NA,NA
240,1,Male,Married,24,Up to secondary,Ultra-orthodox,25-29,0,NA,NA,NA
228,1,Male,Married,55,Post-secondary not academic,Ultra-orthodox,60-64,0,NA,NA,NA
228,0,Female,Married,14,Post-secondary not academic,Ultra-orthodox,60-64,0,NA,NA,NA
141,0,Female,Single,12,Up to secondary,Ultra-orthodox,15-17,0,NA,NA,NA
141,0,Female,Single,10,Up to secondary,Ultra-orthodox,15-17,0,NA,NA,NA
141,0,Female,Single,14,Up to secondary,Ultra-orthodox,18-24,0,NA,NA,NA
141,0,Female,Married,14,Post-secondary not academic,Ultra-orthodox,35-44,1,61.03203583,P,69.27999793
141,1,Male,Married,37,Post-secondary not academic,Ultra-orthodox,35-44,1,34.16514206,P,108.2500024
208,1,Female,Married,15,Post-secondary not academic,Ultra-orthodox,35-44,0,NA,Q,NA
208,0,Female,Single,11,Up to secondary,Ultra-orthodox,15-17,0,NA,NA,NA
208,0,Male,Married,35,Up to secondary,Ultra-orthodox,35-44,1,51.17752457,P,103.9200058
180,1,Female,Married,14,Post-secondary not academic,Ultra-orthodox,35-44,1,79.78559113,J,151.5500063
180,0,Male,Married,38,Up to secondary,Ultra-orthodox,35-44,0,NA,NA,NA
180,0,Female,Single,12,Up to secondary,Ultra-orthodox,18-24,0,NA,NA,NA
180,0,Female,Single,10,Up to secondary,Ultra-orthodox,15-17,0,NA,NA,NA
805,1,Female,Single,17,BA,Non-orthodox Jews,30-34,1,52.00156403,K,199.1800069
134,0,Male,Married,24,Up to secondary,Ultra-orthodox,30-34,0,NA,NA,NA
134,1,Female,Married,14,Up to secondary,Ultra-orthodox,25-29,0,NA,P,NA
64,1,Female,Divorced,9,Up to secondary,Non-orthodox Jews,65+,1,76.00527191,Q,90.929991
323,1,Female,Widowed,8,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
128,1,Female,Widowed,19,MA+,Non-orthodox Jews,60-64,1,51.69909286,P,151.5500101
135,0,Male,Married,19,Matriculation,Ultra-orthodox,25-29,0,NA,NA,NA
135,1,Female,Married,14,Up to secondary,Ultra-orthodox,18-24,1,21.13862038,P,13.43999855
132,1,Female,Married,14,Up to secondary,Ultra-orthodox,25-29,1,40.18972778,P,129.8999846
132,0,Male,Married,23,Up to secondary,Ultra-orthodox,25-29,0,NA,NA,NA
229,0,Female,Married,15,BA,Non-orthodox Jews,65+,0,NA,NA,NA
229,1,Male,Married,12,Matriculation,Non-orthodox Jews,65+,0,NA,M,NA
255,1,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,1,8.831735611,O,207.8399957
255,0,Male,Married,18,MA+,Non-orthodox Jews,60-64,1,20.5757122,Q,129.9000069
255,0,Female,Single,18,BA,Non-orthodox Jews,25-29,0,NA,NA,NA
255,0,Female,Married,15,Post-secondary not academic,Non-orthodox Jews,55-59,1,169.9389801,Q,155.8800095
255,0,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,1,28.60462379,S,73.61000241
394,0,Male,Single,12,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
394,0,Female,Single,12,Matriculation,Non-orthodox Jews,18-24,1,4.453288078,O,216.5000074
394,0,Female,Single,12,Matriculation,Non-orthodox Jews,18-24,1,38.66671371,G,207.8399992
394,1,Male,Married,12,Up to secondary,Non-orthodox Jews,45-54,1,62.29933548,G,233.8199913
394,0,Female,Married,12,Matriculation,Non-orthodox Jews,45-54,1,41.46165085,R,173.2000067
257,1,Female,Married,15,Post-secondary not academic,Ultra-orthodox,18-24,1,71.23554993,P,77.94000505
257,0,Male,Married,16,Up to secondary,Ultra-orthodox,25-29,1,28.72689056,X,64.9499951
260,1,Male,Single,12,Up to secondary,Non-orthodox Jews,30-34,1,27.06718445,G,259.7999701
260,0,Male,Married,12,Up to secondary,Non-orthodox Jews,60-64,0,NA,NA,NA
260,0,Female,Married,12,Up to secondary,Non-orthodox Jews,60-64,1,35.41225433,Q,43.29999581
212,1,Male,Divorced,17,MA+,Non-orthodox Jews,60-64,1,140.3576965,P,173.1999867
251,0,Female,Single,12,Matriculation,Non-orthodox Jews,18-24,1,62.40769577,O,173.1999967
251,1,Male,Single,15,Post-secondary not academic,Non-orthodox Jews,35-44,0,NA,R,NA
316,1,Male,Married,18,MA+,Non-orthodox Jews,55-59,1,174.403656,Q,194.8500133
316,0,Female,Married,15,BA,Non-orthodox Jews,45-54,1,34.68709946,G,155.8799953
238,1,Male,Married,16,BA,Non-orthodox Jews,30-34,1,165.7912903,M,51.83999776
238,0,Female,Married,20,MA+,Non-orthodox Jews,30-34,0,NA,NA,NA
394,1,Male,Married,12,Up to secondary,Non-orthodox Jews,45-54,1,72.50069427,G,207.8399952
394,0,Female,Married,12,Matriculation,Non-orthodox Jews,45-54,1,46.95264435,K,151.5500019
394,0,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,1,6.592294216,O,194.8499841
487,0,Male,Married,15,MA+,Non-orthodox Jews,35-44,1,90.46696472,B,194.8499807
487,0,Male,Widowed,12,Up to secondary,Non-orthodox Jews,15-17,1,7.251523495,O,181.8600031
487,0,Female,Married,15,BA,Non-orthodox Jews,45-54,1,42.03965378,Q,164.5399757
487,1,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,1,27.57530975,B,251.1400138
445,1,Male,Single,14,Post-secondary not academic,Non-orthodox Jews,35-44,1,25.01659393,I,216.4999685
445,0,Male,Married,14,Post-secondary not academic,Non-orthodox Jews,65+,0,NA,M,NA
445,0,Female,Married,15,Post-secondary not academic,Non-orthodox Jews,65+,0,NA,NA,NA
256,0,Female,Married,19,BA,Non-orthodox Jews,35-44,1,76.46673584,Q,173.1999799
256,1,Male,Married,17,MA+,Non-orthodox Jews,35-44,1,91.8425293,B,277.1199855
184,0,Male,Married,10,Up to secondary,Non-orthodox Jews,65+,1,49.26770401,H,103.9199922
184,1,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,1,43.3404541,O,173.2000057
184,0,Female,Married,10,Up to secondary,Non-orthodox Jews,55-59,1,50.51506805,H,155.8799954
289,1,Male,Married,20,BA,Non-orthodox Jews,30-34,1,103.9462585,X,194.8499929
289,0,Female,Married,21,MA+,Non-orthodox Jews,35-44,1,39.12166214,P,30.31000022
209,0,Female,Single,10,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
209,1,Male,Married,12,Matriculation,Non-orthodox Jews,45-54,1,32.53232574,B,194.8499898
209,0,Female,Married,12,Matriculation,Non-orthodox Jews,35-44,1,34.05612183,N,151.5499946
314,1,Male,Married,12,Up to secondary,Non-orthodox Jews,45-54,0,NA,H,NA
314,0,Female,Married,14,Post-secondary not academic,Non-orthodox Jews,35-44,1,56.66464615,O,103.9199968
360,0,Male,Married,21,Up to secondary,Ultra-orthodox,18-24,0,NA,NA,NA
360,1,Female,Married,15,Post-secondary not academic,Ultra-orthodox,18-24,1,39.77350235,P,77.94000623
182,0,Female,Married,11,Up to secondary,Ultra-orthodox,65+,0,NA,NA,NA
182,1,Male,Married,25,Up to secondary,Ultra-orthodox,65+,0,NA,NA,NA
275,0,Male,Married,32,Up to secondary,Ultra-orthodox,35-44,0,NA,NA,NA
275,1,Female,Married,14,Post-secondary not academic,Ultra-orthodox,30-34,1,103.07267,J,115.600005
262,0,Female,Single,11,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
262,1,Male,Married,18,Matriculation,Non-orthodox Jews,35-44,1,61.13615417,G,216.5000027
262,0,Female,Married,13,Post-secondary not academic,Non-orthodox Jews,35-44,1,30.81574249,P,116.9100001
253,1,Male,Married,19,BA,Non-orthodox Jews,45-54,1,63.25111771,P,173.2000026
253,0,Female,Single,9,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
253,0,Female,Married,12,Up to secondary,Non-orthodox Jews,35-44,0,NA,NA,NA
244,0,Female,Single,11,Up to secondary,Ultra-orthodox,15-17,0,NA,NA,NA
244,1,Female,Married,16,Post-secondary not academic,Ultra-orthodox,35-44,1,83.9563446,Q,108.250013
244,0,Male,Married,35,Up to secondary,Ultra-orthodox,35-44,1,30.29352951,J,43.30000037
308,0,Female,Single,13,Matriculation,Ultra-orthodox,18-24,0,NA,NA,NA
308,1,Female,Married,12,Up to secondary,Ultra-orthodox,55-59,1,38.2798996,Q,173.2000001
308,0,Male,Married,20,Up to secondary,Ultra-orthodox,55-59,0,NA,NA,NA
308,0,Male,Single,22,Up to secondary,Ultra-orthodox,25-29,0,NA,NA,NA
308,0,Male,Single,20,Up to secondary,Ultra-orthodox,30-34,0,NA,NA,NA
221,0,Female,Married,12,Matriculation,Ultra-orthodox,35-44,0,NA,NA,NA
221,0,Female,Single,10,Up to secondary,Ultra-orthodox,15-17,0,NA,NA,NA
221,1,Male,Married,14,Up to secondary,Ultra-orthodox,45-54,0,NA,NA,NA
301,1,Male,Separated,12,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
256,1,Male,Single,16,BA,Non-orthodox Jews,25-29,1,27.59178925,P,115.6000001
256,0,Female,Married,16,BA,Non-orthodox Jews,55-59,0,NA,NA,NA
256,0,Male,Married,1,Up to secondary,Non-orthodox Jews,60-64,1,29.75257492,H,69.27999699
293,0,Male,Single,10,Up to secondary,Arabs,15-17,0,NA,NA,NA
293,0,Female,Married,12,Up to secondary,Arabs,45-54,1,22.80614471,B,220.8299924
293,1,Male,Single,12,Up to secondary,Arabs,18-24,1,22.80614471,B,220.8299924
293,0,Male,Single,11,Up to secondary,Arabs,15-17,0,NA,NA,NA
293,0,Male,Married,12,Matriculation,Arabs,45-54,1,66.00243378,O,173.2000082
277,0,Female,Married,8,Up to secondary,Arabs,60-64,0,NA,NA,NA
277,1,Male,Married,6,Up to secondary,Arabs,60-64,1,42.58331299,N,207.8399966
277,0,Female,Divorced,10,Up to secondary,Arabs,25-29,0,NA,NA,NA
81,1,Female,Divorced,10,Up to secondary,Arabs,45-54,0,NA,NA,NA
163,0,Female,Married,10,Up to secondary,Arabs,35-44,1,22.63677406,Q,103.9200006
163,0,Male,Married,8,Up to secondary,Arabs,35-44,0,NA,NA,NA
163,0,Female,Single,12,Up to secondary,Arabs,15-17,0,NA,NA,NA
163,0,Male,Single,9,Up to secondary,Arabs,15-17,0,NA,NA,NA
163,1,Male,Single,12,Matriculation,Arabs,18-24,1,29.39387512,G,207.8400048
961,0,Female,Single,14,Post-secondary not academic,Arabs,18-24,1,16.83620071,H,155.8800021
961,1,Male,Single,11,Up to secondary,Arabs,25-29,1,33.79520416,H,207.8399821
961,0,Female,Single,12,Up to secondary,Arabs,18-24,1,6.646420956,I,51.84000666
961,0,Female,Single,15,Post-secondary not academic,Arabs,25-29,1,26.02017212,J,129.8999964
961,0,Female,Widowed,12,Matriculation,Arabs,45-54,0,NA,NA,NA
114,0,Male,Single,7,Up to secondary,Arabs,18-24,0,NA,NA,NA
114,1,Male,Married,8,Up to secondary,Arabs,65+,0,NA,NA,NA
114,0,Female,Married,9,Up to secondary,Arabs,60-64,0,NA,NA,NA
339,1,Female,Single,16,BA,Arabs,30-34,1,35.31918335,J,173.1999907
339,0,Female,Widowed,16,BA,Arabs,60-64,0,NA,NA,NA
489,1,Male,Married,14,Post-secondary not academic,Arabs,35-44,0,NA,G,NA
489,0,Female,Married,16,BA,Arabs,25-29,1,19.59753227,G,207.8400008
117,1,Male,Single,15,BA,Arabs,25-29,1,32.4961319,F,207.8399862
117,0,Female,Separated,12,Matriculation,Arabs,45-54,1,32.74237061,P,57.60000073
210,1,Male,Single,12,Up to secondary,Arabs,30-34,1,41.67971802,F,220.8300164
210,0,Male,Married,3,Up to secondary,Arabs,60-64,0,NA,NA,NA
210,0,Female,Married,3,Up to secondary,Arabs,60-64,0,NA,NA,NA
259,0,Female,Married,15,MA+,Non-orthodox Jews,60-64,0,NA,NA,NA
259,1,Male,Married,16,MA+,Non-orthodox Jews,60-64,1,60.0032692,O,238.1500123
190,0,Male,Single,11,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
190,1,Female,Married,20,MA+,Non-orthodox Jews,35-44,1,66.99710083,O,259.7999545
190,0,Male,Married,23,MA+,Non-orthodox Jews,45-54,1,116.1381226,M,194.8500041
208,1,Female,Widowed,21,MA+,Non-orthodox Jews,65+,0,NA,NA,NA
256,0,Female,Married,30,BA,Non-orthodox Jews,45-54,1,91.06413269,P,155.8800016
256,0,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,1,9.458003044,O,173.1999841
256,0,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,0,NA,NA,NA
